m,M,difference_error_M_minus_MoS,difference_error_M_minus_MoSChangeEpsDelta,difference_error_MChangeEpsDelta_minus_MoS
0.59,0.59,-0.6192591624983532,-0.018099922804884802,-0.054323649845681055
0.61,0.61,-0.8789308778214813,-0.023518247145989102,-0.22319781941361605
0.62,0.62,-0.7991624238820315,-0.0166010341671938,-0.16947681217062815
0.63,0.63,-0.8063071836457694,-0.0280935172418951,-0.1341957255435946
0.64,0.64,-0.7903760412811955,-0.0413110362851032,0.029212357848423243
0.65,0.65,-0.7749223436307232,-0.0252803016408336,0.08690398398271959
0.66,0.66,-0.868956162542728,-0.025828582470069708,-0.009318494001402944
0.67,0.67,-0.8859107068581289,-0.069560430967932,-0.04726521274412676
0.68,0.68,-0.9716710509537378,-0.0333596749177265,-0.1420704996430483
0.69,0.69,-0.983529989789862,-0.041884879859968305,-0.03987747493560434
0.71,0.71,-1.135253416798734,-0.044956836222337496,-0.37967367770282123
0.72,0.72,-1.2015322566885704,-0.0505140233295525,-0.4118219750136173
0.73,0.73,-1.3280544059415487,-0.05227336361658391,-0.347921337550017
0.74,0.74,-1.3440822940985429,-0.1457942311790052,-0.31271623652386205
0.75,0.75,-1.4022826037828737,-0.0641127315725818,-0.2693770494308627
0.76,0.76,-1.394491970782194,-0.06823340038950068,-0.23292229197768521
0.77,0.77,-1.3905293018885891,-0.1403672271691127,-0.336099965328418
0.78,0.78,-1.3876168137156464,-0.07528750397445438,-0.38833614495237656
0.79,0.79,-1.390417918730577,-0.10145373064035469,-0.31117870333789055
0.81,0.81,-1.47176113635318,-0.1417317271486206,-0.19687062956480306
0.82,0.82,-1.5705080389332213,-0.136031936886705,-0.3272819591055538
0.83,0.83,-1.5891239388062015,-0.2143725488461613,-0.4202129994294781
0.84,0.84,-1.6189008508835157,-0.15164075302140229,-0.44465758329585037
0.85,0.85,-1.575349397257189,-0.18479653499457988,-0.3481003128366882
0.86,0.86,-1.4410287279039107,-0.2503927098263285,-0.20297639680721224
0.87,0.87,-1.3889699803828204,-0.2688678982719451,-0.040558492826726855
0.88,0.88,-1.5146273512040997,-0.3408844489573896,-0.12290757412591935
0.89,0.89,-1.4035759737382263,-0.27448854031129344,0.004225868360315355
0.91,0.91,-1.4570324310985359,-0.43813939315328776,-0.15129810200292182
0.92,0.92,-1.4941246775546133,-0.48087078151370327,-0.09489937551684813
0.93,0.93,-1.449134932252889,-0.6383711855079166,-0.018597304282297555
0.94,0.94,-1.4666514345203177,-0.6112684481760575,-0.012046263543120883
0.95,0.95,-1.4100342895843605,-0.9982617631456214,0.08918865561246303
0.96,0.96,-1.5197122410144064,-1.1097555672237018,0.05737646494152715
0.97,0.97,-1.5694318376079377,-1.316985742606761,0.03127820687398075
0.98,0.98,-1.454266053446629,-1.6635270763359011,0.16546155596295908
0.99,0.99,-1.4705069713465613,-1.7189797184518008,0.18124778800354902
