m,M,difference_error_M_minus_MoS,difference_error_M_minus_MoSChangeEpsDelta,difference_error_MChangeEpsDelta_minus_MoS
0.8,0.8,-0.8668550568498996,-0.0289313426074888,-0.3505679003288953
0.8,0.9,-0.9845383143215163,,-0.9875606583633443
0.9,0.9,-1.5922640580081986,-0.10715650757974399,-0.20831654649538867
0.01,0.01,0.00021893763334689988,0.0008750801843493,-0.0001337120821878002
0.02,0.02,0.0010303481556537004,0.0015946255976139,0.00035805806160900053
0.03,0.03,-8.628494767509969e-05,0.001315000037261,-0.0004114762129648992
0.04,0.04,-0.00011171901977809987,0.0012706246027135003,-0.0005331335061702002
0.05,0.05,-0.0003926664948710997,0.0011716495909646005,-0.0011974566785351998
0.06,0.06,-0.0006702560871233,0.0011736901810638998,-0.0004943414883751005
0.07,0.07,-0.0007726473961810996,0.0012671910605097005,-0.0006474994621393001
0.08,0.08,-0.0012035491747688998,0.0009317871020381998,-0.0009312658777187992
0.09,0.09,-0.0010622144867473999,0.0011110522091427,-0.0005726118859673999
0.11,0.11,-0.0021151100704976,0.0007855193333572005,-0.0008657883527084
0.12,0.12,-0.0013209118159902,0.0011719174696535996,-4.6871294095199995e-05
0.13,0.13,-0.0025408241991574003,0.0012500830411267,-0.0012411489000399003
0.14,0.14,-0.0031133119154838993,0.00016772620704339977,-0.0012579147836275992
0.15,0.15,-0.0033976204897822005,0.0008801180909073,-0.0023578960174971
0.16,0.16,-0.003993809932017699,0.00040460134196000034,-0.0015601552475187994
0.17,0.17,-0.004039179528278501,0.0011159541975943998,-0.0018519175872777002
0.18,0.18,-0.005128430609813201,0.0005165207544651999,-0.002179133959040701
0.19,0.19,-0.0050485953817118,6.375540222200004e-05,-0.0023459844853115
0.21,0.21,-0.006494743103085,-0.0017493523536477994,-0.0026983957334767005
0.22,0.22,-0.0067763417962427,-0.0006966099117494996,-0.001994564673003501
0.23,0.23,-0.0064797372371436,0.00048285748722690005,-0.001640710165061201
0.24,0.24,-0.008258204667778601,0.0001296414062329004,-0.0029599530842296003
0.25,0.25,-0.009882439747419699,-0.0006956380176830002,-0.0036943550961134
0.26,0.26,-0.0099019068092632,0.0001292474731202,-0.0030132029876646996
0.27,0.27,-0.0091960589262949,-2.095633167409957e-05,-0.0018279749912099002
0.28,0.28,-0.011274457617608001,-0.0001252356454005,-0.003573077241850301
0.29,0.29,-0.011734725403543401,-0.00046346963689240014,-0.0032183723080487017
0.31,0.31,-0.014317380102642403,-0.0005320610327562,-0.006833800492120401
0.32,0.32,-0.014369184754549298,-0.00014881762458850058,-0.005213725351063998
0.33,0.33,-0.0141932227379979,-0.0006524871144043005,-0.004234830896387499
0.34,0.34,-0.0181172457943171,-0.0008229829929198998,-0.0090067397140007
0.35,0.35,-0.0203589482890882,-0.0016311393605407997,-0.008484646677011098
0.36,0.36,-0.0212426405451836,-0.0008913769352689007,-0.0086184425095403
0.37,0.37,-0.021465633138736402,-0.005165430516339999,-0.008213038276321302
0.38,0.38,-0.024395437682452302,-0.0033051054239424003,-0.0098701879885024
0.39,0.39,-0.02402195875341,-0.0015503826214719003,-0.008388140216438501
0.41,0.41,-0.0320783784716603,-0.0018353415231453993,-0.016071855019348796
0.42,0.42,-0.0335299758973882,-0.0011624871522336,-0.014936419734489
0.43,0.43,-0.0357254081316801,-0.0023846594082105998,-0.015328548282432897
0.44,0.44,-0.036157029076743695,-0.002831977819769599,-0.018084909245538596
0.45,0.45,-0.0422058998753325,-0.003985976888451199,-0.019036571014566
0.46,0.46,-0.0414706983247079,-0.0019096081922678997,-0.014633582928288397
0.47,0.47,-0.043144944014384595,-0.003989657060090501,-0.014472267594189799
0.48,0.48,-0.0424146679209798,-0.0017572256775592,-0.010747001355756
0.49,0.49,-0.045978111615935194,-0.009246838702439801,-0.011880870559170094
0.51,0.51,-0.0506203702565335,-0.006891801945490601,-0.014353984455278503
0.52,0.52,-0.054374538179491394,-0.004027618867259801,-0.0118166776827053
0.53,0.53,-0.0554699067425903,-0.0045587099577508,-0.010457496384540098
0.54,0.54,-0.0579871127315622,-0.0048032558229335,-0.008498705301041999
0.55,0.55,-0.06651189328757659,-0.004399175650523101,-0.018611859690203597
0.56,0.56,-0.0775247737862605,-0.00559035393222,-0.01994226273684871
0.57,0.57,-0.0778322492274376,-0.0047007870297921,-0.014290471600904894
0.58,0.58,-0.0885982047761133,-0.0048757580545952,-0.022068647683446005
0.59,0.59,-0.0998605631835023,-0.009741586365554101,-0.024927216130902388
0.61,0.61,-0.1292254524272009,-0.0050209420628549,-0.03973244270639531
0.62,0.62,-0.1298125062727509,-0.0071094836101412,-0.0360106286101787
0.63,0.63,-0.1357630335451554,-0.0075790593585188,-0.013500695666634005
0.64,0.64,-0.1641444188997072,-0.007793086941371499,-0.057793415264155296
0.65,0.65,-0.1710890742890524,-0.0091594293560454,-0.039053011108667296
0.66,0.66,-0.160321111725111,-0.0092912156149072,-0.005657352616820294
0.67,0.67,-0.1895441833216192,-0.010993680453525001,-0.036157542880559
0.68,0.68,-0.3041157518133139,-0.012908968712974297,-0.17595200707876413
0.69,0.69,-0.2947568045768795,-0.0095478372333649,-0.1309740311693019
0.71,0.71,-0.3740513496676272,-0.015598224654244298,-0.11214726432214633
0.72,0.72,-0.48372215027323134,-0.0163376955015588,-0.1988538339198193
0.73,0.73,-0.5262172252627042,-0.0154788217734462,-0.18120200338534087
0.74,0.74,-0.5742516789294361,-0.018687332363157498,-0.23446641742576413
0.75,0.75,-0.5962874179269188,-0.0203789227303606,-0.15414911482792598
0.76,0.76,-0.6343520629544861,-0.0258019132883763,-0.20347427909901472
0.77,0.77,-0.6090545723985678,-0.0246066257868,-0.17125509297454716
0.78,0.78,-0.6550891470931255,-0.0323411195198001,-0.1542566117267864
0.79,0.79,-0.7768359104695293,-0.0428793623880402,-0.2961594786513284
0.81,0.81,-0.9933842499003928,-0.040149597159059795,-0.2393775161363787
0.82,0.82,-0.8917845814199057,-0.0460649696174925,-0.07097274211932414
0.83,0.83,-1.1622558718477796,-0.0461996954597688,-0.34504776611927923
0.84,0.84,-1.328729460442777,-0.0578475702068324,-0.4823290548220426
0.85,0.85,-1.3618309376208841,-0.06144259447623839,-0.4461872731179116
0.86,0.86,-1.4905623078137689,-0.0703349814999863,-0.5520768141953867
0.87,0.87,-1.4298401715470817,-0.0768422795114842,-0.5722096506479922
0.88,0.88,-1.4183907630544874,-0.0836837814509234,-0.4209219755823961
0.89,0.89,-1.4277149232859858,-0.0931280995792125,-0.19817090272536242
0.91,0.91,-1.5443230627119675,-0.19557247832153388,-0.2989485143267665
0.92,0.92,-1.608405095087743,-0.18026495599818843,-0.2689441492187499
0.93,0.93,-1.6424145309284477,-0.2312388538918501,-0.36951351622193407
0.94,0.94,-1.5670076308273464,-0.3022221836479336,-0.24032788201390054
0.95,0.95,-1.4889669658618565,-0.3663565997803555,-0.029110653790274554
0.96,0.96,-1.5448728862800007,-0.7045722376179699,-0.15623117451436808
0.97,0.97,-1.4608563593551855,-0.9664400573349895,0.03761895740899068
0.98,0.98,-1.5721588944915499,-1.263176996559705,0.06230541201857487
0.99,0.99,-1.5626485821221592,-1.7244954118444376,0.14281651805545037
