m,M,difference_error_M_minus_MoS,difference_error_M_minus_MoSChangeEpsDelta,difference_error_MChangeEpsDelta_minus_MoS
0.01,0.01,0.00047035747873519496,-0.0035102052631135194,0.0009171946898255956
0.02,0.02,0.001585532076608498,-0.0016282283949443643,0.0017639872832598824
0.03,0.03,-0.0033911792851861744,-0.0019932847498700945,-0.0005915098744199154
0.04,0.04,-0.0028625699461819476,-0.0037971575909871436,-0.0003613288519577207
0.05,0.05,-0.0049699678566337835,-0.003306345253893561,-0.0036041737976320043
0.06,0.06,-0.005612696264667094,-0.003128717264735126,-0.001144336693646164
0.07,0.07,-0.008273094798219804,-0.0040729000923679926,-0.0014412069006481953
0.08,0.08,-0.011432774474991081,-0.005850153808907688,-0.003939381605648107
0.09,0.09,-0.010573140266971481,-0.004613853202400209,-0.0009396430801996702
0.11,0.11,-0.01616440741122449,-0.004919572129934491,-0.0035819720207465044
0.12,0.12,-0.015230083165990671,-0.0022035262478042883,-0.0006312980180252503
0.13,0.13,-0.020795421011181536,-0.004858081510246415,-0.00556551332139954
0.14,0.14,-0.022783680037752718,-0.007746724339041833,-0.004853017409285898
0.15,0.15,-0.023363765272065018,-0.007051527424682125,-0.007112948488160908
0.16,0.16,-0.027038046937885196,-0.008506626301452602,-0.007865194085180771
0.17,0.17,-0.027836008561806902,-0.0072767263288393,-0.006818049749658883
0.18,0.18,-0.03404440444958212,-0.010725010931106393,-0.009057949522180975
0.19,0.19,-0.034116933913734604,-0.008395009384069008,-0.008516403157042607
0.21,0.21,-0.03969551184696618,-0.010976775463710897,-0.009615915452914903
0.22,0.22,-0.043831036950721436,-0.012865883816870483,-0.009371673794314583
0.23,0.23,-0.04415001657768153,-0.011842952164741294,-0.009273810766730839
0.24,0.24,-0.048862641418992325,-0.01201860195902249,-0.011620115464321734
0.25,0.25,-0.05326065354995868,-0.0157558597774895,-0.014420285023450496
0.26,0.26,-0.057813333286397484,-0.011572496557779088,-0.017400745501353843
0.27,0.27,-0.058874409535750905,-0.017326400212720083,-0.015905854302324607
0.28,0.28,-0.06382930395133452,-0.012287800600866927,-0.01945115699488631
0.29,0.29,-0.06511418076475672,-0.014085091048072762,-0.01980292127997474
0.31,0.31,-0.07480905519405612,-0.013626107705280166,-0.026741025227656756
0.32,0.32,-0.0785535528441364,-0.015602514278777568,-0.026329449709908248
0.33,0.33,-0.07923607054327281,-0.015636441322808836,-0.022340069346072244
0.34,0.34,-0.0916271023924024,-0.016421536845391826,-0.034005034197753026
0.35,0.35,-0.09659379783749128,-0.01917160666269213,-0.03090736177780662
0.36,0.36,-0.10294820154206746,-0.01862485316533008,-0.03255173356450336
0.37,0.37,-0.10415993196951662,-0.0298157279379343,-0.03169647160116307
0.38,0.38,-0.1110679188672527,-0.018181593743701818,-0.03381849665508341
0.39,0.39,-0.11522275292638678,-0.020641109078147535,-0.03376807495261125
0.41,0.41,-0.12953116651611585,-0.022326344421510214,-0.04572237136141932
0.42,0.42,-0.1354500239502744,-0.019733397299250388,-0.044157605020876955
0.43,0.43,-0.14289704909217343,-0.02408134497686304,-0.04644806849210881
0.44,0.44,-0.1465302157546628,-0.026455020245220617,-0.049742380894022165
0.45,0.45,-0.15945437008402108,-0.0282320922470074,-0.05246990124436968
0.46,0.46,-0.16621820910624946,-0.023886749271587182,-0.049581287478513536
0.47,0.47,-0.17092613458482803,-0.031948484823797973,-0.051660731509039604
0.48,0.48,-0.17607843490265013,-0.026773804333311058,-0.04816694432872082
0.49,0.49,-0.18657280043257551,-0.04186135226190091,-0.051078480045940955
0.51,0.51,-0.1974415830981885,-0.0331596694351895,-0.055451648116042196
0.52,0.52,-0.20785689508927618,-0.036197257743134925,-0.05361005675809294
0.53,0.53,-0.21511256007147173,-0.0370771598441324,-0.05586225142643053
0.54,0.54,-0.22273806072435476,-0.0368495837469604,-0.05240190582157589
0.55,0.55,-0.24272176367933224,-0.03698188285549181,-0.06988749525621818
0.56,0.56,-0.26498817023045973,-0.041541062400392015,-0.06931632777493557
0.57,0.57,-0.27592854407446454,-0.04151289961426874,-0.07557691458318871
0.58,0.58,-0.28406031641808605,-0.04427141564725334,-0.07537850039386296
0.59,0.59,-0.307823601310131,-0.050460045795720276,-0.09119616555724408
0.61,0.61,-0.34482425597977484,-0.04793682938759658,-0.10245316121812531
0.62,0.62,-0.35991562143741573,-0.05222478465120883,-0.1040784499471118
0.63,0.63,-0.3852931512077259,-0.05164072527003216,-0.07884864504297373
0.64,0.64,-0.40868023005965876,-0.05385088451148751,-0.08081056271078135
0.65,0.65,-0.4387812934803353,-0.058716309580645165,-0.07327048477327713
0.66,0.66,-0.4504178646012554,-0.05775847995323852,-0.06771514776419629
0.67,0.67,-0.48701071817080666,-0.06520483533998755,-0.08872611286366372
0.68,0.68,-0.5468792444118524,-0.07063204537642614,-0.1480295888027341
0.69,0.69,-0.547801907346573,-0.06757296213970759,-0.09368598677210105
0.71,0.71,-0.6941474381787671,-0.07646952126809392,-0.18606935035613315
0.72,0.72,-0.6909971475805489,-0.08327507228256692,-0.15464642618762747
0.73,0.73,-0.7412563784125855,-0.0866771506416284,-0.1484925432838149
0.74,0.74,-0.7302209170514358,-0.09412728467139259,-0.1137585363321918
0.75,0.75,-0.85846339098976,-0.1004697721642247,-0.18374600598835888
0.76,0.76,-0.9071866350514242,-0.10789901058144369,-0.20307947975947704
0.77,0.77,-0.8948186906665181,-0.1100087307634115,-0.15378967974280355
0.78,0.78,-0.9465340987910875,-0.12119873419822375,-0.17656054155570966
0.79,0.79,-1.061039303546324,-0.1382299532657723,-0.2022487715336463
0.81,0.81,-1.18057696731421,-0.1488502612834402,-0.15118150941753883
0.82,0.82,-1.2696291779052573,-0.15964289242085355,-0.1614648696758756
0.83,0.83,-1.3845361907685032,-0.17527230127853294,-0.23264319835065517
0.84,0.84,-1.5002123702549393,-0.19222846175235947,-0.2803900929342089
0.85,0.85,-1.5965923246795446,-0.20841108529534963,-0.3128962621932154
0.86,0.86,-1.661741428173974,-0.22557757692415614,-0.2712477972950935
0.87,0.87,-1.7798035808646147,-0.2600346577350987,-0.33069347466470256
0.88,0.88,-1.8556718676384136,-0.2842743313753384,-0.22317625522957218
0.89,0.89,-2.0203720014455246,-0.30732074666395864,-0.25851238359423956
0.91,0.91,-2.208964190650069,-0.41564886424899833,-0.2618971267027699
0.92,0.92,-2.441843916237781,-0.46439696794726987,-0.37359555041331305
0.93,0.93,-2.517974183726401,-0.5236931278021398,-0.3198089594970992
0.94,0.94,-2.535063231880924,-0.6177576258783406,-0.15591230442501036
0.95,0.95,-2.7329685935435313,-0.7514956110828812,-0.20483943059967924
0.96,0.96,-2.807409633933526,-1.000878352296556,-0.1834803066912416
0.97,0.97,-2.8727982755841084,-1.3748559341796147,-0.14023381967930826
0.98,0.98,-2.9017072490946134,-1.6496831132689587,-0.0726992143761147
0.99,0.99,-2.9605724074862962,-2.3791270592441953,-0.08043670648363754
