m,M,difference_laplace_error_M_minus_MoS,difference_gaussian_error_M_minus_MoS,difference_exponential_error_M_minus_MoS,difference_exponential_mechanism_error_M_minus_MoS,difference_laplace_error_M_minus_MoSChangeEpsDelta,difference_gaussian_error_M_minus_MoSChangeEpsDelta,difference_exponential_error_M_minus_MoSChangeEpsDelta,difference_exponential_mechanism_error_M_minus_MoSChangeEpsDelta,difference_laplace_error_MChangeEpsDelta_minus_MoS,difference_gaussian_error_MChangeEpsDelta_minus_MoS,difference_exponential_error_MChangeEpsDelta_minus_MoS,difference_exponential_mechanism_error_MChangeEpsDelta_minus_MoS
0.4,0.5,-0.55,,-0.532,-0.548,-0.544,,-0.532,-0.544,-0.55,,-0.532,-0.548
0.4,0.6,-0.5860000000000001,,-0.5760000000000001,-0.5780000000000001,-0.5860000000000001,,-0.5760000000000001,-0.5780000000000001,-0.5860000000000001,,-0.5760000000000001,-0.5780000000000001
0.4,0.7,-0.612,,-0.62,-0.612,-0.612,,-0.62,-0.612,-0.612,,-0.62,-0.612
0.4,0.8,-0.6579999999999999,,-0.654,-0.632,-0.654,,-0.648,-0.638,-0.6579999999999999,,-0.654,-0.632
0.4,0.9,-0.752,,-0.732,-0.74,,,,,-0.752,,-0.732,-0.74
0.5,0.5,-0.506,,-0.512,-0.534,-0.52,,-0.524,-0.534,-0.506,,-0.512,-0.534
0.5,0.6,-0.5860000000000001,,-0.5820000000000001,-0.5760000000000001,-0.5840000000000001,,-0.5820000000000001,-0.5800000000000001,-0.5860000000000001,,-0.5820000000000001,-0.5760000000000001
0.5,0.7,-0.61,,-0.62,-0.618,-0.61,,-0.622,-0.618,-0.61,,-0.62,-0.618
0.5,0.8,-0.642,,-0.65,-0.65,-0.642,,-0.648,-0.65,-0.642,,-0.65,-0.65
0.5,0.9,-0.724,,-0.738,-0.722,,,,,-0.724,,-0.738,-0.722
0.6,0.6,-0.6,,-0.596,-0.5880000000000001,-0.5840000000000001,,-0.5800000000000001,-0.5820000000000001,-0.6,,-0.596,-0.5880000000000001
0.6,0.7,-0.608,,-0.608,-0.61,-0.602,,-0.61,-0.612,-0.608,,-0.608,-0.61
0.6,0.8,-0.6639999999999999,,-0.654,-0.656,-0.6639999999999999,,-0.648,-0.6599999999999999,-0.6639999999999999,,-0.654,-0.656
0.6,0.9,-0.734,,-0.746,-0.736,-0.73,,-0.758,-0.726,-0.734,,-0.746,-0.736
0.7,0.7,-0.638,,-0.644,-0.642,-0.638,,-0.648,-0.642,-0.638,,-0.644,-0.642
0.7,0.8,-0.654,,-0.648,-0.638,-0.654,,-0.652,-0.64,-0.654,,-0.648,-0.638
0.7,0.9,-0.752,,-0.76,-0.756,-0.752,,-0.758,-0.758,-0.752,,-0.76,-0.756
0.8,0.8,-0.644,,-0.656,-0.652,-0.6579999999999999,,-0.6599999999999999,-0.6659999999999999,-0.644,,-0.652,-0.644
0.8,0.9,-0.752,,-0.75,-0.762,-0.778,,-0.78,-0.776,-0.752,,-0.75,-0.762
0.9,0.9,-0.744,,-0.746,-0.744,-0.764,,-0.766,-0.762,-0.74,,-0.708,-0.718
0.01,0.01,-0.02400000000000002,,-0.030000000000000027,-0.03400000000000003,-0.02200000000000002,,-0.020000000000000018,-0.018000000000000016,-0.02400000000000002,,-0.030000000000000027,-0.03400000000000003
0.01,0.02,-0.06599999999999995,,-0.07199999999999995,-0.08599999999999997,-0.06999999999999995,,-0.06999999999999995,-0.09999999999999998,-0.06599999999999995,,-0.07199999999999995,-0.08599999999999997
0.01,0.03,-0.10399999999999998,,-0.10799999999999998,-0.11199999999999999,,,,,-0.10399999999999998,,-0.10799999999999998,-0.11199999999999999
0.01,0.04,-0.136,,-0.132,-0.132,,,,,-0.136,,-0.132,-0.132
0.01,0.05,-0.14200000000000002,,-0.14,-0.14,,,,,-0.14200000000000002,,-0.14,-0.14
0.01,0.06,-0.19999999999999996,,-0.19799999999999995,-0.20799999999999996,,,,,-0.19999999999999996,,-0.19799999999999995,-0.20799999999999996
0.01,0.07,-0.17200000000000004,,-0.18600000000000005,-0.18000000000000005,,,,,-0.17200000000000004,,-0.18600000000000005,-0.18000000000000005
0.01,0.08,-0.21799999999999997,,-0.21599999999999997,-0.22399999999999998,,,,,-0.21799999999999997,,-0.21599999999999997,-0.22399999999999998
0.01,0.09,-0.21199999999999997,,-0.20999999999999996,-0.21199999999999997,,,,,-0.21199999999999997,,-0.20999999999999996,-0.21199999999999997
0.02,0.02,-0.06399999999999995,,-0.07999999999999996,-0.08399999999999996,-0.05600000000000005,,-0.050000000000000044,-0.062000000000000055,-0.06399999999999995,,-0.07999999999999996,-0.08399999999999996
0.02,0.03,-0.10399999999999998,,-0.11599999999999999,-0.11399999999999999,-0.10999999999999999,,-0.128,-0.132,-0.10399999999999998,,-0.11599999999999999,-0.11399999999999999
0.02,0.04,-0.136,,-0.14600000000000002,-0.14200000000000002,-0.15200000000000002,,-0.14800000000000002,-0.15200000000000002,-0.136,,-0.14600000000000002,-0.14200000000000002
0.02,0.05,-0.138,,-0.136,-0.14200000000000002,-0.12,,-0.134,-0.16600000000000004,-0.138,,-0.136,-0.14200000000000002
0.02,0.06,-0.19599999999999995,,-0.20399999999999996,-0.21199999999999997,,,,,-0.19599999999999995,,-0.20399999999999996,-0.21199999999999997
0.02,0.07,-0.16400000000000003,,-0.17600000000000005,-0.17600000000000005,,,,,-0.16400000000000003,,-0.17600000000000005,-0.17600000000000005
0.02,0.08,-0.22199999999999998,,-0.21799999999999997,-0.22399999999999998,,,,,-0.22199999999999998,,-0.21799999999999997,-0.22399999999999998
0.02,0.09,-0.20599999999999996,,-0.20599999999999996,-0.20199999999999996,,,,,-0.20599999999999996,,-0.20599999999999996,-0.20199999999999996
0.03,0.03,-0.122,,-0.13,-0.136,-0.11599999999999999,,-0.126,-0.13,-0.122,,-0.13,-0.136
0.03,0.04,-0.134,,-0.14200000000000002,-0.14200000000000002,-0.138,,-0.136,-0.138,-0.134,,-0.14200000000000002,-0.14200000000000002
0.03,0.05,-0.15000000000000002,,-0.14800000000000002,-0.15800000000000003,-0.16200000000000003,,-0.15800000000000003,-0.17400000000000004,-0.15000000000000002,,-0.14800000000000002,-0.15800000000000003
0.03,0.06,-0.18200000000000005,,-0.19599999999999995,-0.18999999999999995,-0.19399999999999995,,-0.18999999999999995,-0.19599999999999995,-0.18200000000000005,,-0.19599999999999995,-0.18999999999999995
0.03,0.07,-0.19399999999999995,,-0.19999999999999996,-0.20999999999999996,-0.18600000000000005,,-0.20599999999999996,-0.19399999999999995,-0.19399999999999995,,-0.19999999999999996,-0.20999999999999996
0.03,0.08,-0.19999999999999996,,-0.20599999999999996,-0.20199999999999996,-0.28800000000000003,,-0.274,-0.32599999999999996,-0.19999999999999996,,-0.20599999999999996,-0.20199999999999996
0.03,0.09,-0.22199999999999998,,-0.21199999999999997,-0.22599999999999998,,,,,-0.22199999999999998,,-0.21199999999999997,-0.22599999999999998
0.04,0.04,-0.14,,-0.138,-0.138,-0.16000000000000003,,-0.15600000000000003,-0.16600000000000004,-0.14,,-0.138,-0.138
0.04,0.05,-0.15800000000000003,,-0.15200000000000002,-0.16200000000000003,-0.16200000000000003,,-0.15200000000000002,-0.16200000000000003,-0.15800000000000003,,-0.15200000000000002,-0.16200000000000003
0.04,0.06,-0.19199999999999995,,-0.19199999999999995,-0.19199999999999995,-0.20799999999999996,,-0.20999999999999996,-0.20999999999999996,-0.19199999999999995,,-0.19199999999999995,-0.19199999999999995
0.04,0.07,-0.20199999999999996,,-0.19999999999999996,-0.21399999999999997,-0.20999999999999996,,-0.20599999999999996,-0.20599999999999996,-0.20199999999999996,,-0.19999999999999996,-0.21399999999999997
0.04,0.08,-0.19999999999999996,,-0.21399999999999997,-0.21199999999999997,-0.20799999999999996,,-0.21999999999999997,-0.20399999999999996,-0.19999999999999996,,-0.21399999999999997,-0.21199999999999997
0.04,0.09,-0.21999999999999997,,-0.22599999999999998,-0.22799999999999998,-0.236,,-0.23199999999999998,-0.264,-0.21999999999999997,,-0.22599999999999998,-0.22799999999999998
0.05,0.05,-0.14600000000000002,,-0.14,-0.14600000000000002,-0.18999999999999995,,-0.18400000000000005,-0.19199999999999995,-0.14600000000000002,,-0.14,-0.14600000000000002
0.05,0.06,-0.20999999999999996,,-0.20799999999999996,-0.20399999999999996,-0.20999999999999996,,-0.20399999999999996,-0.20599999999999996,-0.20999999999999996,,-0.20799999999999996,-0.20399999999999996
0.05,0.07,-0.17600000000000005,,-0.18799999999999994,-0.19199999999999995,-0.17200000000000004,,-0.18799999999999994,-0.19199999999999995,-0.17600000000000005,,-0.18799999999999994,-0.19199999999999995
0.05,0.08,-0.20999999999999996,,-0.20199999999999996,-0.20199999999999996,-0.20599999999999996,,-0.20599999999999996,-0.20199999999999996,-0.20999999999999996,,-0.20199999999999996,-0.20199999999999996
0.05,0.09,-0.21599999999999997,,-0.21799999999999997,-0.22199999999999998,-0.248,,-0.236,-0.244,-0.21599999999999997,,-0.21799999999999997,-0.22199999999999998
0.06,0.06,-0.21199999999999997,,-0.20599999999999996,-0.20399999999999996,-0.21399999999999997,,-0.20599999999999996,-0.20799999999999996,-0.21199999999999997,,-0.20599999999999996,-0.20399999999999996
0.06,0.07,-0.18000000000000005,,-0.19199999999999995,-0.19799999999999995,-0.18000000000000005,,-0.19199999999999995,-0.19799999999999995,-0.18000000000000005,,-0.19199999999999995,-0.19799999999999995
0.06,0.08,-0.20799999999999996,,-0.21799999999999997,-0.21799999999999997,-0.246,,-0.242,-0.242,-0.20799999999999996,,-0.21799999999999997,-0.21799999999999997
0.06,0.09,-0.20599999999999996,,-0.20599999999999996,-0.20799999999999996,-0.23199999999999998,,-0.23399999999999999,-0.238,-0.20599999999999996,,-0.20599999999999996,-0.20799999999999996
0.07,0.07,-0.20799999999999996,,-0.20999999999999996,-0.21399999999999997,-0.21399999999999997,,-0.21999999999999997,-0.21599999999999997,-0.20799999999999996,,-0.20999999999999996,-0.21399999999999997
0.07,0.08,-0.22199999999999998,,-0.22599999999999998,-0.21599999999999997,-0.238,,-0.23399999999999999,-0.236,-0.22199999999999998,,-0.22599999999999998,-0.21599999999999997
0.07,0.09,-0.22999999999999998,,-0.24,-0.242,-0.23399999999999999,,-0.24,-0.236,-0.22999999999999998,,-0.24,-0.242
0.08,0.08,-0.22999999999999998,,-0.236,-0.22799999999999998,-0.19399999999999995,,-0.19999999999999996,-0.20199999999999996,-0.22999999999999998,,-0.236,-0.22799999999999998
0.08,0.09,-0.238,,-0.25,-0.244,-0.24,,-0.236,-0.242,-0.238,,-0.25,-0.244
0.09,0.09,-0.21599999999999997,,-0.23199999999999998,-0.22199999999999998,-0.20999999999999996,,-0.21799999999999997,-0.20799999999999996,-0.21599999999999997,,-0.23199999999999998,-0.22199999999999998
0.11,0.11,-0.28200000000000003,,-0.29200000000000004,-0.30000000000000004,-0.26,,-0.25,-0.244,-0.28200000000000003,,-0.29200000000000004,-0.30000000000000004
0.12,0.12,-0.29000000000000004,,-0.30000000000000004,-0.29600000000000004,-0.266,,-0.258,-0.266,-0.29000000000000004,,-0.30000000000000004,-0.29600000000000004
0.13,0.13,-0.31399999999999995,,-0.31200000000000006,-0.31000000000000005,-0.28800000000000003,,-0.276,-0.274,-0.31399999999999995,,-0.31200000000000006,-0.31000000000000005
0.14,0.14,-0.33799999999999997,,-0.32799999999999996,-0.31599999999999995,-0.268,,-0.266,-0.27,-0.33799999999999997,,-0.32799999999999996,-0.31599999999999995
0.15,0.15,-0.32799999999999996,,-0.32399999999999995,-0.31000000000000005,-0.30800000000000005,,-0.31799999999999995,-0.29800000000000004,-0.32799999999999996,,-0.32399999999999995,-0.31000000000000005
0.16,0.16,-0.348,,-0.354,-0.33199999999999996,-0.31599999999999995,,-0.31999999999999995,-0.30400000000000005,-0.348,,-0.354,-0.33199999999999996
0.17,0.17,-0.33799999999999997,,-0.348,-0.33599999999999997,-0.33199999999999996,,-0.32199999999999995,-0.32999999999999996,-0.33799999999999997,,-0.348,-0.33599999999999997
0.18,0.18,-0.362,,-0.366,-0.356,-0.30400000000000005,,-0.29200000000000004,-0.30000000000000004,-0.362,,-0.366,-0.356
0.19,0.19,-0.346,,-0.354,-0.352,-0.29200000000000004,,-0.31399999999999995,-0.29600000000000004,-0.346,,-0.354,-0.352
0.21,0.21,-0.396,,-0.398,-0.4,-0.32399999999999995,,-0.33599999999999997,-0.33399999999999996,-0.396,,-0.398,-0.4
0.22,0.22,-0.388,,-0.396,-0.392,-0.402,,-0.402,-0.388,-0.388,,-0.396,-0.392
0.23,0.23,-0.402,,-0.42000000000000004,-0.398,-0.372,,-0.384,-0.376,-0.402,,-0.42000000000000004,-0.398
0.24,0.24,-0.43200000000000005,,-0.42200000000000004,-0.42600000000000005,-0.406,,-0.404,-0.4,-0.43200000000000005,,-0.42200000000000004,-0.42600000000000005
0.25,0.25,-0.41800000000000004,,-0.42400000000000004,-0.40800000000000003,-0.364,,-0.358,-0.358,-0.41800000000000004,,-0.42400000000000004,-0.40800000000000003
0.26,0.26,-0.44999999999999996,,-0.46199999999999997,-0.45599999999999996,-0.44399999999999995,,-0.44999999999999996,-0.44399999999999995,-0.44999999999999996,,-0.46199999999999997,-0.45599999999999996
0.27,0.27,-0.45799999999999996,,-0.474,-0.45399999999999996,-0.39,,-0.39,-0.392,-0.45799999999999996,,-0.474,-0.45399999999999996
0.28,0.28,-0.45599999999999996,,-0.45799999999999996,-0.43999999999999995,-0.41400000000000003,,-0.41000000000000003,-0.41000000000000003,-0.45599999999999996,,-0.45799999999999996,-0.43999999999999995
0.29,0.29,-0.45399999999999996,,-0.44999999999999996,-0.44799999999999995,-0.45399999999999996,,-0.44999999999999996,-0.44599999999999995,-0.45399999999999996,,-0.44999999999999996,-0.44799999999999995
0.31,0.31,-0.474,,-0.474,-0.46399999999999997,-0.47,,-0.474,-0.46399999999999997,-0.474,,-0.474,-0.46399999999999997
0.32,0.32,-0.45599999999999996,,-0.45399999999999996,-0.45799999999999996,-0.45599999999999996,,-0.44999999999999996,-0.45999999999999996,-0.45599999999999996,,-0.45399999999999996,-0.45799999999999996
0.33,0.33,-0.46399999999999997,,-0.478,-0.48,-0.43799999999999994,,-0.43999999999999995,-0.44199999999999995,-0.46399999999999997,,-0.478,-0.48
0.34,0.34,-0.472,,-0.46399999999999997,-0.48,-0.45999999999999996,,-0.45799999999999996,-0.46199999999999997,-0.472,,-0.46399999999999997,-0.48
0.35,0.35,-0.496,,-0.494,-0.476,-0.44199999999999995,,-0.44799999999999995,-0.43400000000000005,-0.496,,-0.494,-0.476
0.36,0.36,-0.486,,-0.492,-0.486,-0.42200000000000004,,-0.41400000000000003,-0.41600000000000004,-0.486,,-0.492,-0.486
0.37,0.37,-0.512,,-0.516,-0.524,-0.43999999999999995,,-0.43799999999999994,-0.43999999999999995,-0.512,,-0.516,-0.524
0.38,0.38,-0.504,,-0.492,-0.512,-0.484,,-0.482,-0.49,-0.504,,-0.492,-0.512
0.39,0.39,-0.512,,-0.496,-0.488,-0.512,,-0.498,-0.49,-0.512,,-0.496,-0.488
0.41,0.41,-0.494,,-0.494,-0.498,-0.498,,-0.498,-0.498,-0.494,,-0.494,-0.498
0.42,0.42,-0.508,,-0.516,-0.504,-0.51,,-0.516,-0.51,-0.508,,-0.516,-0.504
0.43,0.43,-0.494,,-0.51,-0.502,-0.492,,-0.496,-0.488,-0.494,,-0.51,-0.502
0.44,0.44,-0.544,,-0.548,-0.546,-0.512,,-0.518,-0.512,-0.544,,-0.548,-0.546
0.45,0.45,-0.534,,-0.53,-0.538,-0.522,,-0.516,-0.522,-0.534,,-0.53,-0.538
0.46,0.46,-0.5820000000000001,,-0.5640000000000001,-0.5800000000000001,-0.524,,-0.526,-0.518,-0.5820000000000001,,-0.5640000000000001,-0.5800000000000001
0.47,0.47,-0.546,,-0.542,-0.548,-0.49,,-0.496,-0.496,-0.546,,-0.542,-0.548
0.48,0.48,-0.604,,-0.6,-0.5900000000000001,-0.554,,-0.548,-0.542,-0.604,,-0.6,-0.5900000000000001
0.49,0.49,-0.548,,-0.55,-0.56,-0.526,,-0.526,-0.512,-0.548,,-0.55,-0.56
0.51,0.51,-0.5860000000000001,,-0.5840000000000001,-0.5840000000000001,-0.538,,-0.546,-0.546,-0.5860000000000001,,-0.5840000000000001,-0.5840000000000001
0.52,0.52,-0.492,,-0.486,-0.494,-0.526,,-0.528,-0.524,-0.492,,-0.486,-0.494
0.53,0.53,-0.546,,-0.534,-0.538,-0.5680000000000001,,-0.562,-0.5640000000000001,-0.546,,-0.534,-0.538
0.54,0.54,-0.558,,-0.556,-0.55,-0.5740000000000001,,-0.5840000000000001,-0.5660000000000001,-0.558,,-0.556,-0.55
0.55,0.55,-0.55,,-0.54,-0.55,-0.532,,-0.536,-0.544,-0.55,,-0.54,-0.55
0.56,0.56,-0.534,,-0.524,-0.524,-0.5680000000000001,,-0.56,-0.5680000000000001,-0.534,,-0.524,-0.524
0.57,0.57,-0.554,,-0.554,-0.556,-0.5800000000000001,,-0.5720000000000001,-0.5820000000000001,-0.554,,-0.554,-0.556
0.58,0.58,-0.538,,-0.532,-0.53,-0.5820000000000001,,-0.5820000000000001,-0.5860000000000001,-0.538,,-0.532,-0.53
0.59,0.59,-0.5760000000000001,,-0.5740000000000001,-0.5680000000000001,-0.5780000000000001,,-0.5840000000000001,-0.5800000000000001,-0.5760000000000001,,-0.5740000000000001,-0.5680000000000001
0.61,0.61,-0.546,,-0.542,-0.526,-0.5900000000000001,,-0.5880000000000001,-0.5820000000000001,-0.546,,-0.542,-0.526
0.62,0.62,-0.5700000000000001,,-0.5660000000000001,-0.56,-0.562,,-0.56,-0.562,-0.5700000000000001,,-0.5660000000000001,-0.56
0.63,0.63,-0.5800000000000001,,-0.5780000000000001,-0.556,-0.606,,-0.594,-0.5920000000000001,-0.5800000000000001,,-0.5780000000000001,-0.556
0.64,0.64,-0.5700000000000001,,-0.5660000000000001,-0.5640000000000001,-0.5840000000000001,,-0.5760000000000001,-0.5820000000000001,-0.5700000000000001,,-0.5660000000000001,-0.5640000000000001
0.65,0.65,-0.5720000000000001,,-0.562,-0.546,-0.61,,-0.594,-0.602,-0.5720000000000001,,-0.562,-0.546
0.66,0.66,-0.5780000000000001,,-0.5880000000000001,-0.5740000000000001,-0.598,,-0.594,-0.6,-0.5780000000000001,,-0.5880000000000001,-0.5740000000000001
0.67,0.67,-0.5680000000000001,,-0.5760000000000001,-0.558,-0.5800000000000001,,-0.5860000000000001,-0.5700000000000001,-0.5680000000000001,,-0.5760000000000001,-0.558
0.68,0.68,-0.5680000000000001,,-0.5740000000000001,-0.552,-0.594,,-0.598,-0.5860000000000001,-0.5680000000000001,,-0.5740000000000001,-0.552
0.69,0.69,-0.5920000000000001,,-0.598,-0.5920000000000001,-0.5900000000000001,,-0.596,-0.594,-0.5920000000000001,,-0.598,-0.5920000000000001
0.71,0.71,-0.604,,-0.606,-0.5800000000000001,-0.644,,-0.644,-0.65,-0.604,,-0.606,-0.5800000000000001
0.72,0.72,-0.602,,-0.606,-0.594,-0.6639999999999999,,-0.6679999999999999,-0.6659999999999999,-0.602,,-0.606,-0.594
0.73,0.73,-0.626,,-0.61,-0.616,-0.622,,-0.622,-0.616,-0.626,,-0.61,-0.616
0.74,0.74,-0.622,,-0.61,-0.612,-0.6599999999999999,,-0.6639999999999999,-0.6579999999999999,-0.622,,-0.608,-0.612
0.75,0.75,-0.618,,-0.622,-0.62,-0.616,,-0.616,-0.614,-0.618,,-0.622,-0.616
0.76,0.76,-0.63,,-0.646,-0.632,-0.6579999999999999,,-0.6599999999999999,-0.6679999999999999,-0.63,,-0.646,-0.63
0.77,0.77,-0.6579999999999999,,-0.6679999999999999,-0.6639999999999999,-0.6579999999999999,,-0.6619999999999999,-0.6639999999999999,-0.6579999999999999,,-0.6679999999999999,-0.6599999999999999
0.78,0.78,-0.6699999999999999,,-0.6639999999999999,-0.6579999999999999,-0.698,,-0.696,-0.692,-0.6699999999999999,,-0.6619999999999999,-0.6519999999999999
0.79,0.79,-0.698,,-0.6839999999999999,-0.6699999999999999,-0.6819999999999999,,-0.6839999999999999,-0.69,-0.698,,-0.6799999999999999,-0.6599999999999999
0.81,0.81,-0.724,,-0.716,-0.718,-0.716,,-0.714,-0.716,-0.724,,-0.714,-0.714
0.82,0.82,-0.72,,-0.736,-0.738,-0.71,,-0.714,-0.704,-0.72,,-0.73,-0.734
0.83,0.83,-0.754,,-0.746,-0.742,-0.718,,-0.716,-0.718,-0.754,,-0.736,-0.728
0.84,0.84,-0.738,,-0.75,-0.734,-0.712,,-0.706,-0.712,-0.738,,-0.738,-0.718
0.85,0.85,-0.736,,-0.748,-0.74,-0.736,,-0.744,-0.748,-0.736,,-0.738,-0.73
0.86,0.86,-0.746,,-0.752,-0.736,-0.75,,-0.752,-0.748,-0.746,,-0.742,-0.72
0.87,0.87,-0.732,,-0.73,-0.746,-0.736,,-0.73,-0.736,-0.732,,-0.716,-0.73
0.88,0.88,-0.722,,-0.72,-0.736,-0.74,,-0.734,-0.736,-0.722,,-0.71,-0.702
0.89,0.89,-0.758,,-0.754,-0.766,-0.754,,-0.752,-0.766,-0.758,,-0.738,-0.736
0.91,0.91,-0.76,,-0.766,-0.76,-0.764,,-0.764,-0.774,-0.756,,-0.726,-0.706
0.92,0.92,-0.804,,-0.79,-0.812,-0.84,,-0.832,-0.838,-0.79,,-0.758,-0.742
0.93,0.93,-0.8200000000000001,,-0.8180000000000001,-0.808,-0.77,,-0.774,-0.772,-0.81,,-0.772,-0.714
0.94,0.94,-0.84,,-0.838,-0.848,-0.8,,-0.79,-0.78,-0.824,,-0.77,-0.732
0.95,0.95,-0.8220000000000001,,-0.832,-0.802,-0.812,,-0.81,-0.804,-0.778,,-0.708,-0.6539999999999999
0.96,0.96,-0.844,,-0.844,-0.842,-0.856,,-0.856,-0.856,-0.76,,-0.696,-0.634
0.97,0.97,-0.856,,-0.876,-0.882,-0.858,,-0.86,-0.848,-0.736,,-0.678,-0.622
0.98,0.98,-0.844,,-0.848,-0.848,-0.88,,-0.872,-0.88,-0.618,,-0.5559999999999999,-0.44399999999999995
0.99,0.99,-0.91,,-0.9,-0.88,-0.91,,-0.908,-0.914,-0.5880000000000001,,-0.396,-0.304
