m,M,difference_laplace_error_M_minus_MoS,difference_gaussian_error_M_minus_MoS,difference_exponential_error_M_minus_MoS,difference_exponential_mechanism_error_M_minus_MoS,difference_laplace_error_M_minus_MoSChangeEpsDelta,difference_gaussian_error_M_minus_MoSChangeEpsDelta,difference_exponential_error_M_minus_MoSChangeEpsDelta,difference_exponential_mechanism_error_M_minus_MoSChangeEpsDelta,difference_laplace_error_MChangeEpsDelta_minus_MoS,difference_gaussian_error_MChangeEpsDelta_minus_MoS,difference_exponential_error_MChangeEpsDelta_minus_MoS,difference_exponential_mechanism_error_MChangeEpsDelta_minus_MoS
0.84,0.84,-0.722,-0.588,-0.698,-0.702,-0.71,,-0.718,-0.694,-0.594,-0.18,-0.47800000000000004,-0.44599999999999995
0.85,0.85,-0.734,-0.568,-0.726,-0.724,-0.64,,-0.6519999999999999,-0.636,-0.586,-0.15400000000000003,-0.484,-0.44199999999999995
0.86,0.86,-0.738,-0.552,-0.736,-0.738,-0.6759999999999999,,-0.6639999999999999,-0.6699999999999999,-0.578,-0.14800000000000002,-0.5,-0.41800000000000004
0.87,0.87,-0.734,-0.576,-0.746,-0.736,-0.76,,-0.744,-0.74,-0.58,-0.14400000000000002,-0.502,-0.39
0.88,0.88,-0.746,-0.594,-0.744,-0.768,-0.716,,-0.716,-0.712,-0.566,-0.12599999999999997,-0.472,-0.41200000000000003
0.89,0.89,-0.744,-0.5980000000000001,-0.746,-0.758,-0.742,,-0.752,-0.74,-0.538,-0.162,-0.45799999999999996,-0.34199999999999997
0.91,0.91,-0.774,-0.64,-0.782,-0.768,-0.776,,-0.762,-0.744,-0.528,-0.096,-0.44200000000000006,-0.3320000000000001
0.92,0.92,-0.8140000000000001,-0.6219999999999999,-0.744,-0.792,-0.798,,-0.794,-0.79,-0.53,-0.08199999999999996,-0.372,-0.35600000000000004
0.93,0.93,-0.806,-0.6619999999999999,-0.766,-0.806,-0.804,,-0.812,-0.794,-0.504,-0.09999999999999998,-0.352,-0.29400000000000004
0.94,0.94,-0.8200000000000001,-0.6379999999999999,-0.8,-0.798,-0.83,,-0.8160000000000001,-0.806,-0.446,-0.04999999999999999,-0.32,-0.248
0.95,0.95,-0.8220000000000001,-0.688,-0.802,-0.806,-0.8220000000000001,,-0.83,-0.8,-0.462,-0.057999999999999996,-0.22599999999999998,-0.22200000000000003
0.96,0.96,-0.842,-0.6960000000000001,-0.844,-0.852,-0.834,,-0.834,-0.826,-0.392,-0.06799999999999999,-0.208,-0.19200000000000003
0.97,0.97,-0.832,-0.69,-0.86,-0.86,-0.87,,-0.868,-0.862,-0.30599999999999994,-0.01999999999999999,-0.172,-0.09999999999999998
0.98,0.98,-0.87,-0.7140000000000001,-0.852,-0.898,-0.862,,-0.868,-0.862,-0.22199999999999998,-0.034,-0.07200000000000001,-0.055999999999999994
0.99,0.99,-0.916,-0.752,-0.9299999999999999,-0.94,-0.91,,-0.916,-0.91,-0.09399999999999999,0.003999999999999997,-0.027999999999999997,-0.012000000000000004
